#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=Trilateral Retinoblastoma Eric Kraemer , M . D .
5-13	692-695	and	_	
5-14	696-702	should	_	
5-15	703-705	be	_	
5-16	706-707	a	_	
5-17	708-715	primary	_	
5-18	716-729	consideration	_	
5-19	730-732	in	_	
5-20	733-736	the	_	
5-21	737-749	differential	_	
5-22	750-759	diagnosis	RADLEX	
5-23	760-762	of	_	
5-24	763-773	leukocoria	_	
5-25	774-775	.	_	

#Text=Intraocular calcifications in a child are indicative of retinoblastoma until proven otherwise , and the other causes of leukocoria ( i . e .
6-1	776-787	Intraocular	RADLEX	
6-2	788-802	calcifications	RADLEX	
6-3	803-805	in	_	
6-4	806-807	a	_	
6-5	808-813	child	RADLEX	
6-6	814-817	are	_	
6-7	818-828	indicative	_	
6-8	829-831	of	_	
6-9	832-846	retinoblastoma	RADLEX	
6-10	847-852	until	_	
6-11	853-859	proven	_	
6-12	860-869	otherwise	_	
6-13	870-871	,	_	
6-14	872-875	and	_	
6-15	876-879	the	_	
6-16	880-885	other	_	
6-17	886-892	causes	_	
6-18	893-895	of	_	
6-19	896-906	leukocoria	_	
6-20	907-908	(	_	
6-21	909-910	i	_	
6-22	911-912	.	_	
6-23	913-914	e	_	
6-24	915-916	.	_	

#Text=PHPV , Coat ' s dz , Toxocara , ROP ) are rarely if ever calcified .
7-1	917-921	PHPV	_	
7-2	922-923	,	_	
7-3	924-928	Coat	_	
7-4	929-930	'	_	
7-5	931-932	s	_	
7-6	933-935	dz	_	
7-7	936-937	,	_	
7-8	938-946	Toxocara	_	
7-9	947-948	,	_	
7-10	949-952	ROP	RADLEX	
7-11	953-954	)	_	
7-12	955-958	are	_	
7-13	959-965	rarely	_	
7-14	966-968	if	_	
7-15	969-973	ever	_	
7-16	974-983	calcified	RADLEX	
7-17	984-985	.	_	

#Text=The tumors are thought to arise from primitive photoreceptor cells , and 25 % are bilateral or multifocal .
8-1	986-989	The	_	
8-2	990-996	tumors	_	
8-3	997-1000	are	_	
8-4	1001-1008	thought	_	
8-5	1009-1011	to	_	
8-6	1012-1017	arise	_	
8-7	1018-1022	from	_	
8-8	1023-1032	primitive	_	
8-9	1033-1046	photoreceptor	_	
8-10	1047-1052	cells	_	
8-11	1053-1054	,	_	
8-12	1055-1058	and	_	
8-13	1059-1061	25	_	
8-14	1062-1063	%	_	
8-15	1064-1067	are	_	
8-16	1068-1077	bilateral	RADLEX	
8-17	1078-1080	or	_	
8-18	1081-1091	multifocal	RADLEX	
8-19	1092-1093	.	_	

#Text=Invasion of the optic nerve portends a poor prognosis .
9-1	1094-1102	Invasion	RADLEX	
9-2	1103-1105	of	_	
9-3	1106-1109	the	_	
9-4	1110-1115	optic	RADLEX[38]	
9-5	1116-1121	nerve	RADLEX[38]|RADLEX[39]	
9-6	1122-1130	portends	_	
9-7	1131-1132	a	_	
9-8	1133-1137	poor	RADLEX	
9-9	1138-1147	prognosis	_	
9-10	1148-1149	.	_	

#Text=10 % are hereditary , associated with a deletion on chromosome 13q .
10-1	1150-1152	10	_	
10-2	1153-1154	%	_	
10-3	1155-1158	are	_	
10-4	1159-1169	hereditary	RADLEX	
10-5	1170-1171	,	_	
10-6	1172-1182	associated	_	
10-7	1183-1187	with	_	
10-8	1188-1189	a	_	
10-9	1190-1198	deletion	_	
10-10	1199-1201	on	_	
10-11	1202-1212	chromosome	_	
10-12	1213-1216	13q	_	
10-13	1217-1218	.	_	

#Text=These patients are at risk for developing pineal tumors , extracranial sarcomas , and melanoma .
11-1	1219-1224	These	_	
11-2	1225-1233	patients	_	
11-3	1234-1237	are	_	
11-4	1238-1240	at	_	
11-5	1241-1245	risk	_	
11-6	1246-1249	for	_	
11-7	1250-1260	developing	_	
11-8	1261-1267	pineal	_	
11-9	1268-1274	tumors	_	
11-10	1275-1276	,	_	
11-11	1277-1289	extracranial	RADLEX	
11-12	1290-1298	sarcomas	_	
11-13	1299-1300	,	_	
11-14	1301-1304	and	_	
11-15	1305-1313	melanoma	RADLEX	
11-16	1314-1315	.	_	

#Text=When a patient with retinoblastoma develops a pineal tumor , the term trilateral retinoblastoma is used .
12-1	1316-1320	When	_	
12-2	1321-1322	a	_	
12-3	1323-1330	patient	RADLEX	
12-4	1331-1335	with	_	
12-5	1336-1350	retinoblastoma	RADLEX	
12-6	1351-1359	develops	_	
12-7	1360-1361	a	_	
12-8	1362-1368	pineal	_	
12-9	1369-1374	tumor	RADLEX	
12-10	1375-1376	,	_	
12-11	1377-1380	the	_	
12-12	1381-1385	term	_	
12-13	1386-1396	trilateral	_	
12-14	1397-1411	retinoblastoma	RADLEX	
12-15	1412-1414	is	_	
12-16	1415-1419	used	_	
12-17	1420-1421	.	_	

#Text=References http :// www . med . uc . edu / neurorad / webpage / fya . html 3 images 
13-1	1422-1432	References	_	
13-2	1433-1437	http	_	
13-3	1438-1441	://	_	
13-4	1442-1445	www	_	
13-5	1446-1447	.	_	
13-6	1448-1451	med	_	
13-7	1452-1453	.	_	
13-8	1454-1456	uc	_	
13-9	1457-1458	.	_	
13-10	1459-1462	edu	_	
13-11	1463-1464	/	_	
13-12	1465-1473	neurorad	_	
13-13	1474-1475	/	_	
13-14	1476-1483	webpage	_	
13-15	1484-1485	/	_	
13-16	1486-1489	fya	_	
13-17	1490-1491	.	_	
13-18	1492-1496	html	_	
13-19	1497-1498	3	_	
13-20	1499-1505	images	_	
