#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=Hepatoblastoma Albert Mendelson , M . D .
2-61	361-370	calcified	RADLEX[21]	
2-62	371-372	,	_	
2-63	373-378	mixed	RADLEX[22]	
2-64	379-386	density	RADLEX[22]	
2-65	387-391	mass	RADLEX[22]	
2-66	392-399	located	_	
2-67	400-406	within	_	
2-68	407-410	the	_	
2-69	411-416	liver	RADLEX	
2-70	417-418	.	_	

#Text=US : Well circumscribed mass with calcifications within the liver .
3-1	419-421	US	_	
3-2	422-423	:	_	
3-3	424-428	Well	_	
3-4	429-442	circumscribed	RADLEX	
3-5	443-447	mass	RADLEX	
3-6	448-452	with	_	
3-7	453-467	calcifications	RADLEX	
3-8	468-474	within	_	
3-9	475-478	the	_	
3-10	479-484	liver	RADLEX	
3-11	485-486	.	_	

#Text=Diagnosis Hepatoblastoma Differential For a liver mass : Hepatocellular carcinoma ( older patients with liver disease ), metastatic disease , germ cell tumor of the liver ( rare ), rhabdomyosarcoma ( rare ), lymphoma , leukemia , infection Discussion Hepatoblastoma is the most common malignant liver tumor in early childhood .
4-1	487-496	Diagnosis	RADLEX	
4-2	497-511	Hepatoblastoma	RADLEX	
4-3	512-524	Differential	_	
4-4	525-528	For	_	
4-5	529-530	a	_	
4-6	531-536	liver	RADLEX[30]|RADLEX[31]	
4-7	537-541	mass	RADLEX[30]|RADLEX[32]|RADLEX[33]|RADLEX[34]|RADLEX[35]|RADLEX[36]	
4-8	542-543	:	_	
4-9	544-558	Hepatocellular	RADLEX[37]	
4-10	559-568	carcinoma	RADLEX[37]|RADLEX[38]	
4-11	569-570	(	_	
4-12	571-576	older	_	
4-13	577-585	patients	_	
4-14	586-590	with	_	
4-15	591-596	liver	RADLEX[39]	
4-16	597-604	disease	RADLEX[39]	
4-17	605-607	),	_	
4-18	608-618	metastatic	RADLEX[40]	
4-19	619-626	disease	RADLEX[40]	
4-20	627-628	,	_	
4-21	629-633	germ	RADLEX[41]	
4-22	634-638	cell	RADLEX[41]	
4-23	639-644	tumor	RADLEX	
4-24	645-647	of	_	
4-25	648-651	the	_	
4-26	652-657	liver	RADLEX	
4-27	658-659	(	_	
4-28	660-664	rare	RADLEX	
4-29	665-667	),	_	
4-30	668-684	rhabdomyosarcoma	RADLEX	
4-31	685-686	(	_	
4-32	687-691	rare	RADLEX	
4-33	692-694	),	_	
4-34	695-703	lymphoma	RADLEX	
4-35	704-705	,	_	
4-36	706-714	leukemia	RADLEX	
4-37	715-716	,	_	
4-38	717-726	infection	RADLEX	
4-39	727-737	Discussion	_	
4-40	738-752	Hepatoblastoma	RADLEX	
4-41	753-755	is	_	
4-42	756-759	the	_	
4-43	760-764	most	_	
4-44	765-771	common	RADLEX	
4-45	772-781	malignant	RADLEX	
4-46	782-787	liver	RADLEX	
4-47	788-793	tumor	RADLEX	
4-48	794-796	in	_	
4-49	797-802	early	_	
4-50	803-812	childhood	_	
4-51	813-814	.	_	

#Text=Most patients present younger than age 3 years with an enlarging asymptomatic abdominal mass .
5-1	815-819	Most	_	
5-2	820-828	patients	_	
5-3	829-836	present	RADLEX	
5-4	837-844	younger	_	
5-5	845-849	than	_	
5-6	850-853	age	_	
5-7	854-855	3	_	
5-8	856-861	years	_	
5-9	862-866	with	_	
5-10	867-869	an	_	
5-11	870-879	enlarging	RADLEX	
5-12	880-892	asymptomatic	RADLEX	
5-13	893-902	abdominal	RADLEX	
5-14	903-907	mass	RADLEX	
5-15	908-909	.	_	

#Text=Some patients have fever , pain , anorexia , and weight loss .
6-1	910-914	Some	_	
6-2	915-923	patients	_	
6-3	924-928	have	_	
6-4	929-934	fever	RADLEX	
6-5	935-936	,	_	
6-6	937-941	pain	RADLEX	
6-7	942-943	,	_	
6-8	944-952	anorexia	_	
6-9	953-954	,	_	
6-10	955-958	and	_	
6-11	959-965	weight	_	
6-12	966-970	loss	_	
6-13	971-972	.	_	

#Text=The two most important genetic conditions associated with hepatoblastoma are Beckwith - Wiedemann syndrome and familial adenomatous polyposis .
7-1	973-976	The	_	
7-2	977-980	two	_	
7-3	981-985	most	_	
7-4	986-995	important	_	
7-5	996-1003	genetic	RADLEX	
7-6	1004-1014	conditions	RADLEX	
7-7	1015-1025	associated	_	
7-8	1026-1030	with	_	
7-9	1031-1045	hepatoblastoma	RADLEX	
7-10	1046-1049	are	_	
7-11	1050-1058	Beckwith	RADLEX[65]	
7-12	1059-1060	-	RADLEX[65]	
7-13	1061-1070	Wiedemann	RADLEX[65]	
7-14	1071-1079	syndrome	RADLEX[65]|RADLEX[66]	
7-15	1080-1083	and	_	
7-16	1084-1092	familial	_	
7-17	1093-1104	adenomatous	RADLEX	
7-18	1105-1114	polyposis	RADLEX	
7-19	1115-1116	.	_	

#Text=Serum alpha fetoprotein ( AFP ) level is elevated in approximately 80 % of patients with hepatoblastoma .
8-1	1117-1122	Serum	RADLEX[69]	
8-2	1123-1128	alpha	RADLEX[69]	
8-3	1129-1140	fetoprotein	RADLEX[69]	
8-4	1141-1142	(	_	
8-5	1143-1146	AFP	RADLEX	
8-6	1147-1148	)	_	
8-7	1149-1154	level	_	
8-8	1155-1157	is	_	
8-9	1158-1166	elevated	RADLEX[71]|RADLEX[72]	
8-10	1167-1169	in	_	
8-11	1170-1183	approximately	_	
8-12	1184-1186	80	_	
8-13	1187-1188	%	_	
8-14	1189-1191	of	_	
8-15	1192-1200	patients	_	
8-16	1201-1205	with	_	
8-17	1206-1220	hepatoblastoma	RADLEX	
8-18	1221-1222	.	_	

#Text=For evaluation of the primary tumor , MRI is the best imaging modality , although this is not always done in practice .
9-1	1223-1226	For	_	
9-2	1227-1237	evaluation	_	
9-3	1238-1240	of	_	
9-4	1241-1244	the	_	
9-5	1245-1252	primary	_	
9-6	1253-1258	tumor	RADLEX	
9-7	1259-1260	,	_	
9-8	1261-1264	MRI	RADLEX	
9-9	1265-1267	is	_	
9-10	1268-1271	the	_	
9-11	1272-1276	best	_	
9-12	1277-1284	imaging	RADLEX[76]	
9-13	1285-1293	modality	RADLEX[76]	
9-14	1294-1295	,	_	
9-15	1296-1304	although	_	
9-16	1305-1309	this	_	
9-17	1310-1312	is	_	
9-18	1313-1316	not	_	
9-19	1317-1323	always	_	
9-20	1324-1328	done	_	
9-21	1329-1331	in	_	
9-22	1332-1340	practice	_	
9-23	1341-1342	.	_	

#Text=Because of the orthogonal - imaging capability of MRI , it is superior to CT in defining tumor margins and determining tumor resectability .
10-1	1343-1350	Because	_	
10-2	1351-1353	of	_	
10-3	1354-1357	the	_	
10-4	1358-1368	orthogonal	RADLEX	
10-5	1369-1370	-	_	
10-6	1371-1378	imaging	_	
10-7	1379-1389	capability	_	
10-8	1390-1392	of	_	
10-9	1393-1396	MRI	RADLEX	
10-10	1397-1398	,	_	
10-11	1399-1401	it	_	
10-12	1402-1404	is	_	
10-13	1405-1413	superior	RADLEX	
10-14	1414-1416	to	_	
10-15	1417-1419	CT	RADLEX	
10-16	1420-1422	in	_	
10-17	1423-1431	defining	_	
10-18	1432-1437	tumor	RADLEX	
10-19	1438-1445	margins	_	
10-20	1446-1449	and	_	
10-21	1450-1461	determining	_	
10-22	1462-1467	tumor	RADLEX[82]|RADLEX[83]	
10-23	1468-1481	resectability	RADLEX[82]	
10-24	1482-1483	.	_	

#Text=Appearance of hepatoblastoma on CT varies greatly .
11-1	1484-1494	Appearance	RADLEX	
11-2	1495-1497	of	_	
11-3	1498-1512	hepatoblastoma	RADLEX	
11-4	1513-1515	on	_	
11-5	1516-1518	CT	RADLEX	
11-6	1519-1525	varies	_	
11-7	1526-1533	greatly	_	
11-8	1534-1535	.	_	

#Text=Calcifications may be present , small and fine in the epithelial type and coarse and extensive in the mixed type .
12-1	1536-1550	Calcifications	RADLEX	
12-2	1551-1554	may	RADLEX[88]	
12-3	1555-1557	be	RADLEX[88]	
12-4	1558-1565	present	RADLEX	
12-5	1566-1567	,	_	
12-6	1568-1573	small	RADLEX	
12-7	1574-1577	and	_	
12-8	1578-1582	fine	_	
12-9	1583-1585	in	_	
12-10	1586-1589	the	_	
12-11	1590-1600	epithelial	RADLEX	
12-12	1601-1605	type	_	
12-13	1606-1609	and	_	
12-14	1610-1616	coarse	RADLEX	
12-15	1617-1620	and	_	
12-16	1621-1630	extensive	RADLEX	
12-17	1631-1633	in	_	
12-18	1634-1637	the	_	
12-19	1638-1643	mixed	RADLEX	
12-20	1644-1648	type	_	
12-21	1649-1650	.	_	

#Text=Following the injection of IV contrast , some enhancement of the tumor is seen , usually less than in normal liver tissue .
13-1	1651-1660	Following	_	
13-2	1661-1664	the	_	
13-3	1665-1674	injection	RADLEX	
13-4	1675-1677	of	_	
13-5	1678-1680	IV	RADLEX[96]	
13-6	1681-1689	contrast	RADLEX[96]	
13-7	1690-1691	,	_	
13-8	1692-1696	some	_	
13-9	1697-1708	enhancement	RADLEX	
13-10	1709-1711	of	_	
13-11	1712-1715	the	_	
13-12	1716-1721	tumor	RADLEX	
13-13	1722-1724	is	_	
13-14	1725-1729	seen	_	
13-15	1730-1731	,	_	
13-16	1732-1739	usually	_	
13-17	1740-1744	less	_	
13-18	1745-1749	than	_	
13-19	1750-1752	in	_	
13-20	1753-1759	normal	RADLEX	
13-21	1760-1765	liver	RADLEX	
13-22	1766-1772	tissue	RADLEX	
13-23	1773-1774	.	_	

#Text=The enhancement pattern typically is inhomogeneous , and a peripheral rim of enhancement may be observed if imaging is performed during the early arterial phase .
14-1	1775-1778	The	_	
14-2	1779-1790	enhancement	RADLEX[102]|RADLEX[103]	
14-3	1791-1798	pattern	RADLEX[102]	
14-4	1799-1808	typically	_	
14-5	1809-1811	is	_	
14-6	1812-1825	inhomogeneous	RADLEX	
14-7	1826-1827	,	_	
14-8	1828-1831	and	_	
14-9	1832-1833	a	_	
14-10	1834-1844	peripheral	RADLEX	
14-11	1845-1848	rim	RADLEX	
14-12	1849-1851	of	_	
14-13	1852-1863	enhancement	RADLEX	
14-14	1864-1867	may	RADLEX[108]	
14-15	1868-1870	be	RADLEX[108]	
14-16	1871-1879	observed	_	
14-17	1880-1882	if	_	
14-18	1883-1890	imaging	_	
14-19	1891-1893	is	_	
14-20	1894-1903	performed	_	
14-21	1904-1910	during	_	
14-22	1911-1914	the	_	
14-23	1915-1920	early	RADLEX[109]	
14-24	1921-1929	arterial	RADLEX[109]	
14-25	1930-1935	phase	RADLEX[109]	
14-26	1936-1937	.	_	

#Text=Delayed serial scans at a single level of the tumor will help distinguish hepatoblastoma from hemangioendothelioma ( hemangioma ), because hemangiomas will demonstrate contrast filling in centrally over time .
15-1	1938-1945	Delayed	_	
15-2	1946-1952	serial	_	
15-3	1953-1958	scans	RADLEX	
15-4	1959-1961	at	_	
15-5	1962-1963	a	_	
15-6	1964-1970	single	RADLEX	
15-7	1971-1976	level	_	
15-8	1977-1979	of	_	
15-9	1980-1983	the	_	
15-10	1984-1989	tumor	RADLEX	
15-11	1990-1994	will	_	
15-12	1995-1999	help	_	
15-13	2000-2011	distinguish	_	
15-14	2012-2026	hepatoblastoma	RADLEX	
15-15	2027-2031	from	_	
15-16	2032-2052	hemangioendothelioma	RADLEX	
15-17	2053-2054	(	_	
15-18	2055-2065	hemangioma	RADLEX	
15-19	2066-2068	),	_	
15-20	2069-2076	because	_	
15-21	2077-2088	hemangiomas	RADLEX	
15-22	2089-2093	will	_	
15-23	2094-2105	demonstrate	_	
15-24	2106-2114	contrast	RADLEX	
15-25	2115-2122	filling	_	
15-26	2123-2125	in	_	
15-27	2126-2135	centrally	_	
15-28	2136-2140	over	_	
15-29	2141-2145	time	_	
15-30	2146-2147	.	_	

#Text=Magnetic resonance angiography ( MRA ) or CT angiography ( CTA ) can also evaluate the tumor blood supply , which is valuable information for surgical planning .
16-1	2148-2156	Magnetic	RADLEX[118]	
16-2	2157-2166	resonance	RADLEX[118]	
16-3	2167-2178	angiography	RADLEX[118]|RADLEX[119]	
16-4	2179-2180	(	_	
16-5	2181-2184	MRA	RADLEX	
16-6	2185-2186	)	_	
16-7	2187-2189	or	_	
16-8	2190-2192	CT	RADLEX[121]	
16-9	2193-2204	angiography	RADLEX[121]	
16-10	2205-2206	(	_	
16-11	2207-2210	CTA	RADLEX	
16-12	2211-2212	)	_	
16-13	2213-2216	can	_	
16-14	2217-2221	also	_	
16-15	2222-2230	evaluate	_	
16-16	2231-2234	the	_	
16-17	2235-2240	tumor	RADLEX	
16-18	2241-2246	blood	RADLEX	
16-19	2247-2253	supply	_	
16-20	2254-2255	,	_	
16-21	2256-2261	which	_	
16-22	2262-2264	is	_	
16-23	2265-2273	valuable	_	
16-24	2274-2285	information	_	
16-25	2286-2289	for	_	
16-26	2290-2298	surgical	RADLEX	
16-27	2299-2307	planning	_	
16-28	2308-2309	.	_	

#Text=For children with resectable tumors , survival rates greater than 90 % can be seen with the addition of contemporary postoperative chemotherapy .
17-1	2310-2313	For	_	
17-2	2314-2322	children	RADLEX	
17-3	2323-2327	with	_	
17-4	2328-2338	resectable	_	
17-5	2339-2345	tumors	RADLEX	
17-6	2346-2347	,	_	
17-7	2348-2356	survival	_	
17-8	2357-2362	rates	_	
17-9	2363-2370	greater	_	
17-10	2371-2375	than	_	
17-11	2376-2378	90	_	
17-12	2379-2380	%	_	
17-13	2381-2384	can	_	
17-14	2385-2387	be	_	
17-15	2388-2392	seen	_	
17-16	2393-2397	with	_	
17-17	2398-2401	the	_	
17-18	2402-2410	addition	_	
17-19	2411-2413	of	_	
17-20	2414-2426	contemporary	_	
17-21	2427-2440	postoperative	RADLEX[128]	
17-22	2441-2453	chemotherapy	RADLEX[128]	
17-23	2454-2455	.	_	

#Text=For children with initially unresectable tumors , preoperative chemotherapy converts approximately 75 % to a resectable condition .
18-1	2456-2459	For	_	
18-2	2460-2468	children	RADLEX	
18-3	2469-2473	with	_	
18-4	2474-2483	initially	_	
18-5	2484-2496	unresectable	RADLEX[130]	
18-6	2497-2503	tumors	RADLEX[130]|RADLEX[131]	
18-7	2504-2505	,	_	
18-8	2506-2518	preoperative	RADLEX[132]	
18-9	2519-2531	chemotherapy	RADLEX[132]	
18-10	2532-2540	converts	_	
18-11	2541-2554	approximately	_	
18-12	2555-2557	75	_	
18-13	2558-2559	%	_	
18-14	2560-2562	to	_	
18-15	2563-2564	a	_	
18-16	2565-2575	resectable	_	
18-17	2576-2585	condition	_	
18-18	2586-2587	.	_	

#Text=Outcomes for children in whom the tumor recurs or progresses while on treatment are poor , with a 2 - year survival rate of less than 20 %.
19-1	2588-2596	Outcomes	_	
19-2	2597-2600	for	_	
19-3	2601-2609	children	RADLEX	
19-4	2610-2612	in	_	
19-5	2613-2617	whom	_	
19-6	2618-2621	the	_	
19-7	2622-2627	tumor	RADLEX	
19-8	2628-2634	recurs	_	
19-9	2635-2637	or	_	
19-10	2638-2648	progresses	_	
19-11	2649-2654	while	_	
19-12	2655-2657	on	_	
19-13	2658-2667	treatment	RADLEX	
19-14	2668-2671	are	_	
19-15	2672-2676	poor	_	
19-16	2677-2678	,	_	
19-17	2679-2683	with	_	
19-18	2684-2685	a	_	
19-19	2686-2687	2	_	
19-20	2688-2689	-	_	
19-21	2690-2694	year	_	
19-22	2695-2703	survival	_	
19-23	2704-2708	rate	_	
19-24	2709-2711	of	_	
19-25	2712-2716	less	_	
19-26	2717-2721	than	_	
19-27	2722-2724	20	_	
19-28	2725-2727	%.	_	

#Text=Ultimately , some children receive hepatic transplants for unresectable tumors that are not metastatic .
20-1	2728-2738	Ultimately	_	
20-2	2739-2740	,	_	
20-3	2741-2745	some	_	
20-4	2746-2754	children	RADLEX	
20-5	2755-2762	receive	_	
20-6	2763-2770	hepatic	RADLEX[137]	
20-7	2771-2782	transplants	RADLEX[137]	
20-8	2783-2786	for	_	
20-9	2787-2799	unresectable	RADLEX[138]	
20-10	2800-2806	tumors	RADLEX[138]|RADLEX[139]	
20-11	2807-2811	that	_	
20-12	2812-2815	are	_	
20-13	2816-2819	not	_	
20-14	2820-2830	metastatic	RADLEX	
20-15	2831-2832	.	_	

#Text=References emedicine 5 images 
21-1	2833-2843	References	_	
21-2	2844-2853	emedicine	_	
21-3	2854-2855	5	_	
21-4	2856-2862	images	_	
