 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=      Ewing's Sarcoma Eric Kraemer, M.D.
20-16	mode	O
20-17	=	O
20-18	single	O
20-19	&	O
20-20	comebackto	O
20-21	=	O
20-22	mode	O
20-23	%	O
20-24	3Dcat_browse	O
20-25	&	O
20-26	recnum	O
20-27	=	O
20-28	2779	O
