 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=        Child Abuse Olya Polishchuk Mary Wyers, M.D.Children's Memorial Hospital  Abstract 1 year old male with trauma  Keywords lumbar injury, trauma, injury, child abuse, CT, MRI, plain film   			Publication Date: 2004-06-14                History 1 year old male with trauma    Findings CT: Translational injury at the L1/L2 level in the spine.
8-5	True	B-RADLEX
8-6	Trauma	B-RADLEX
8-7	Discussion	O
8-8	Child	B-RADLEX|B-RADLEX
8-9	abuse	I-RADLEX
8-10	has	O
8-11	many	O
8-12	names	O
8-13	such	O
8-14	as	O
8-15	nonaccidental	O
8-16	trauma	B-RADLEX
8-17	,	O
8-18	battered	O
8-19	child	O
8-20	syndrome	O
8-21	,	O
8-22	shaken	O
8-23	infant	B-RADLEX
8-24	syndrome	O
8-25	,	O
8-26	and	O
8-27	suspected	B-RADLEX
8-28	child	O
8-29	abuse	O
8-30	and	O
8-31	neglect	O
8-32	(	O
8-33	SCAN	O
8-34	).	O

#id=9
#text=It occurs in all socioeconomic groups and races.
9-1	It	O
9-2	occurs	O
9-3	in	O
9-4	all	B-RADLEX
9-5	socioeconomic	O
9-6	groups	B-RADLEX
9-7	and	O
9-8	races	O
9-9	.	O

#id=10
#text=Radiographically, skeletal and brain injuries are seen most frequently in patients under 2 years of age.
10-1	Radiographically	O
10-2	,	O
10-3	skeletal	O
10-4	and	O
10-5	brain	B-RADLEX
10-6	injuries	B-RADLEX
10-7	are	O
10-8	seen	O
10-9	most	O
10-10	frequently	O
10-11	in	O
10-12	patients	B-RADLEX
10-13	under	O
10-14	2	O
10-15	years	O
10-16	of	O
10-17	age	O
10-18	.	O

#id=11
#text=These injuries are much less common in patients who are 4 years or older.
11-1	These	O
11-2	injuries	B-RADLEX
11-3	are	O
11-4	much	O
11-5	less	O
11-6	common	O
11-7	in	O
11-8	patients	B-RADLEX
11-9	who	O
11-10	are	O
11-11	4	O
11-12	years	O
11-13	or	O
11-14	older	O
11-15	.	O

#id=12
#text=The hallmark of child abuse in the skeleton is multiple fractures in various stages of healing.
12-1	The	O
12-2	hallmark	O
12-3	of	O
12-4	child	B-RADLEX|B-RADLEX
12-5	abuse	I-RADLEX
12-6	in	O
12-7	the	O
12-8	skeleton	B-RADLEX
12-9	is	O
12-10	multiple	B-RADLEX
12-11	fractures	B-RADLEX|B-RADLEX
12-12	in	O
12-13	various	O
12-14	stages	O
12-15	of	O
12-16	healing	B-RADLEX
12-17	.	O

#id=13
#text=However, a single fracture is more commonly seen.
13-1	However	O
13-2	,	O
13-3	a	O
13-4	single	B-RADLEX
13-5	fracture	B-RADLEX
13-6	is	O
13-7	more	O
13-8	commonly	O
13-9	seen	O
13-10	.	O

#id=14
#text=Single fracture is commonly present in long bones.
14-1	Single	B-RADLEX
14-2	fracture	B-RADLEX
14-3	is	O
14-4	commonly	O
14-5	present	B-RADLEX
14-6	in	O
14-7	long	B-RADLEX|B-RADLEX
14-8	bones	I-RADLEX|B-RADLEX|B-RADLEX
14-9	.	O

#id=15
#text=Most commonly affected long bones are femur followed by tibia.
15-1	Most	O
15-2	commonly	O
15-3	affected	O
15-4	long	B-RADLEX|B-RADLEX
15-5	bones	I-RADLEX|B-RADLEX|B-RADLEX
15-6	are	O
15-7	femur	B-RADLEX
15-8	followed	O
15-9	by	O
15-10	tibia	B-RADLEX
15-11	.	O

#id=16
#text=Other clues to diagnosis are fractures that are unusual for that particular child's age or reported trauma.
16-1	Other	O
16-2	clues	O
16-3	to	O
16-4	diagnosis	B-RADLEX
16-5	are	O
16-6	fractures	B-RADLEX|B-RADLEX
16-7	that	O
16-8	are	O
16-9	unusual	O
16-10	for	O
16-11	that	O
16-12	particular	O
16-13	child	B-RADLEX
16-14	'	I-RADLEX
16-15	s	I-RADLEX
16-16	age	O
16-17	or	O
16-18	reported	B-RADLEX
16-19	trauma	B-RADLEX
16-20	.	O

#id=17
#text=The "classic" fracture associated with child abuse is the corner metaphyseal fracture or "bucket-handle" fracture, resulting when metaphysis is pulled off.
17-1	The	O
17-2	"	O
17-3	classic	O
17-4	"	O
17-5	fracture	B-RADLEX
17-6	associated	O
17-7	with	O
17-8	child	B-RADLEX|B-RADLEX
17-9	abuse	I-RADLEX
17-10	is	O
17-11	the	O
17-12	corner	O
17-13	metaphyseal	O
17-14	fracture	B-RADLEX
17-15	or	O
17-16	"	O
17-17	bucket	O
17-18	-	O
17-19	handle	O
17-20	"	O
17-21	fracture	B-RADLEX
17-22	,	O
17-23	resulting	O
17-24	when	O
17-25	metaphysis	B-RADLEX
17-26	is	O
17-27	pulled	O
17-28	off	O
17-29	.	O

#id=18
#text=Other injuries associated with child abuse include rib fractures and subdural hematomas in the head.
18-1	Other	O
18-2	injuries	B-RADLEX
18-3	associated	O
18-4	with	O
18-5	child	B-RADLEX|B-RADLEX
18-6	abuse	I-RADLEX
18-7	include	O
18-8	rib	B-RADLEX
18-9	fractures	B-RADLEX|B-RADLEX
18-10	and	O
18-11	subdural	B-RADLEX|B-RADLEX
18-12	hematomas	I-RADLEX|B-RADLEX
18-13	in	O
18-14	the	O
18-15	head	B-RADLEX
18-16	.	O

#id=19
#text= The spine dislocation is an unusual injury in this case.
19-1	The	O
19-2	spine	B-RADLEX
19-3	dislocation	B-RADLEX
19-4	is	O
19-5	an	O
19-6	unusual	O
19-7	injury	B-RADLEX
19-8	in	O
19-9	this	O
19-10	case	O
19-11	.	O

#id=20
#text=However, any injury that does not match the trauma should raise the suspicion of child abuse    References  Williamson, S., PRIMARY PEDIATRIC RADIOLOGY, W.B.
20-1	However	O
20-2	,	O
20-3	any	O
20-4	injury	B-RADLEX
20-5	that	O
20-6	does	O
20-7	not	O
20-8	match	O
20-9	the	O
20-10	trauma	B-RADLEX
20-11	should	O
20-12	raise	O
20-13	the	O
20-14	suspicion	O
20-15	of	O
20-16	child	B-RADLEX|B-RADLEX
20-17	abuse	I-RADLEX
20-18	References	O
20-19	Williamson	O
20-20	,	O
20-21	S	O
20-22	.,	O
20-23	PRIMARY	O
20-24	PEDIATRIC	B-RADLEX
20-25	RADIOLOGY	O
20-26	,	O
20-27	W	O
20-28	.	O
20-29	B	O
20-30	.	O

#id=21
#text=Saunders COmpany, 2002, 183-187.
21-1	Saunders	O
21-2	COmpany	O
21-3	,	O
21-4	2002	O
21-5	,	O
21-6	183	O
21-7	-	O
21-8	187	O
21-9	.	O

#id=22
#text=Lonergan, G., Baker, A.M., Morey, M.K., Boos, S.C., CHILD ABUSE: RADIOLOGIC-PATHOLOGIC CORRELATION, AFIP Archives, RadioGraphics 2003, 23: 811-845.
22-1	Lonergan	O
22-2	,	O
22-3	G	O
22-4	.,	O
22-5	Baker	O
22-6	,	O
22-7	A	O
22-8	.	O
22-9	M	O
22-10	.,	O
22-11	Morey	O
22-12	,	O
22-13	M	O
22-14	.	O
22-15	K	O
22-16	.,	O
22-17	Boos	O
22-18	,	O
22-19	S	O
22-20	.	O
22-21	C	O
22-22	.,	O
22-23	CHILD	B-RADLEX|B-RADLEX
22-24	ABUSE	I-RADLEX
22-25	:	O
22-26	RADIOLOGIC	O
22-27	-	O
22-28	PATHOLOGIC	O
22-29	CORRELATION	O
22-30	,	O
22-31	AFIP	O
22-32	Archives	O
22-33	,	O
22-34	RadioGraphics	O
22-35	2003	O
22-36	,	O
22-37	23	O
22-38	:	O
22-39	811	O
22-40	-	O
22-41	845	O
22-42	.	O

#id=23
#text=     5 images            					  					 					  					        .
23-1	5	O
23-2	images	O
